Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,Brand,Model,Price_Per_Kilometer,Kilometers_Driven_log,Price_log
Datsun Redi GO Sport,Bangalore,2017,12000,Petrol,Manual,First,22.7,799.0,53.0,5.0,3.1,8,Datsun,RediGO,0.00025833333333333334,9.392661928770137,1.1314021114911006
Hyundai EON Era Plus,Kochi,2013,57759,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.84,12,Hyundai,EONEra,6.64831454838207e-05,10.964034460397444,1.3454723665996355
Maruti Alto 800 VXI,Kolkata,2016,24300,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.44,9,Maruti,Alto800,0.00010041152263374486,10.09823162932864,0.8919980393051105
Volkswagen Polo Petrol Trendline 1.2L,Bangalore,2011,66000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,3.6,14,Volkswagen,PoloPetrol,5.4545454545454546e-05,11.097410021008562,1.2809338454620642
Hyundai i10 Asta,Mumbai,2015,75915,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.9,10,Hyundai,i10Asta,5.137324639399328e-05,11.237369572316288,1.3609765531356006
Nissan Sunny 2011-2014 XL,Chennai,2013,107000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,2.9,12,Nissan,Sunny2011-2014,2.7102803738317755e-05,11.580584113444043,1.0647107369924282
Toyota Corolla Altis G,Chennai,2008,86000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,3.5,17,Toyota,CorollaAltis,4.069767441860465e-05,11.362102575235644,1.252762968495368
Hyundai Verna CRDi ABS,Chennai,2009,160000,Diesel,Manual,Second,18.1,1493.0,110.0,5.0,3.5,16,Hyundai,VernaCRDi,2.1875e-05,11.982929094215963,1.252762968495368
Maruti Alto 800 2016-2019 LXI Optional,Jaipur,2019,3000,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.5,6,Maruti,Alto800,0.0011666666666666668,8.006367567650246,1.252762968495368
Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,72495,Diesel,Manual,First,21.9,1396.0,88.76,5.0,7.0,10,Hyundai,i20Sportz,9.655838333678185e-05,11.191272872947295,1.9459101490553132
Hyundai Verna 1.6 CRDi AT S,Chennai,2016,33000,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,8.7,9,Hyundai,Verna1.6,0.0002636363636363636,10.404262840448617,2.163323025660538
Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2014,60000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,45.0,11,Audi,Q73.0,0.00075,11.002099841204238,3.8066624897703196
Tata Indica V2 eLS,Hyderabad,2016,80103,Diesel,Manual,First,25.0,1396.0,69.0,5.0,1.8,9,Tata,IndicaV2,2.2471068499307144e-05,11.291068585538618,0.5877866649021191
Chevrolet Spark 1.0 LS,Kolkata,2007,42100,Petrol,Manual,First,18.0,995.0,62.0,5.0,0.99,18,Chevrolet,Spark1.0,2.3515439429928742e-05,10.647803019670473,-0.01005033585350145
Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.8,7,Hyundai,Grandi10,0.0010666666666666667,8.411832675758411,1.5686159179138452
Toyota Fortuner 4x4 MT TRD Sportivo,Mumbai,2014,97000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,17.95,11,Toyota,Fortuner4x4,0.00018505154639175258,11.48246625748552,2.8875901149342877
Mahindra E Verito D4,Chennai,2016,50000,Electric,Automatic,First,17.0,72.0,41.0,5.0,13.0,9,Mahindra,EVerito,0.00026,10.819778284410283,2.5649493574615367
Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.66,8,Hyundai,Grandi10,0.00011049723756906077,10.843943928909063,1.7334238922150915
Honda City 1.5 S MT,Delhi,2009,64000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.1,16,Honda,City1.5,4.84375e-05,11.06663836234181,1.1314021114911006
Hyundai Elite i20 Petrol Asta,Kochi,2016,56911,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.54,9,Hyundai,Elitei20,0.00011491627277679183,10.949243923047078,1.8779371654691073
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2015,147848,Diesel,Manual,First,12.8,2494.0,102.0,8.0,13.2,10,Toyota,Innova2.5,8.928088306909799e-05,11.903939997965592,2.580216829592325
Ford Mustang V8,Kochi,2018,21290,Petrol,Automatic,First,13.0,4951.0,395.0,4.0,56.8,7,Ford,MustangV8,0.0026679192108971348,9.965992757887525,4.039536325727106
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.4,6,Toyota,InnovaCrysta,0.0013782324524012502,9.552226498441476,2.9652730660692823
Maruti Zen Estilo 1.1 VXI BSIII,Ahmedabad,2007,75180,Petrol,Manual,First,18.2,1061.0,64.0,5.0,1.65,18,Maruti,ZenEstilo,2.194732641660016e-05,11.22764051711817,0.5007752879124892
Maruti Swift ZDi,Jaipur,2013,92000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,4.35,12,Maruti,SwiftZDi,4.728260869565217e-05,11.429543856031177,1.4701758451005926
Fiat Avventura MULTIJET Emotion,Hyderabad,2015,57266,Diesel,Manual,First,20.5,1248.0,91.72,5.0,6.5,10,Fiat,AvventuraMULTIJET,0.00011350539587189606,10.95546235835288,1.8718021769015913
Maruti Zen Estilo VXI BSIII,Delhi,2007,64000,Petrol,Manual,First,18.2,998.0,67.1,5.0,1.11,18,Maruti,ZenEstilo,1.734375e-05,11.06663836234181,0.10436001532424286
Renault Duster 85PS Diesel RxL,Mumbai,2013,41000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.5,12,Renault,Duster85PS,0.00013414634146341464,10.621327345686446,1.7047480922384253
Mitsubishi Pajero 2.8 SFX,Delhi,2012,45999,Diesel,Manual,First,10.5,2835.0,107.2,6.0,11.0,13,Mitsubishi,Pajero2.8,0.0002391356333833344,10.736374936104498,2.3978952727983707
Maruti Celerio VXI AT,Pune,2015,50000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.9,10,Maruti,CelerioVXI,7.8e-05,10.819778284410283,1.3609765531356006
Tata Indica V2 DLS BSIII,Pune,2013,70000,Diesel,Manual,First,17.88,1405.0,48.21,5.0,1.8,12,Tata,IndicaV2,2.5714285714285714e-05,11.156250521031495,0.5877866649021191
Hyundai Elite i20 Petrol Asta,Kochi,2016,37540,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.22,9,Hyundai,Elitei20,0.00016568993074054343,10.533162310140499,1.827769906751088
Maruti Celerio VXI AT,Hyderabad,2014,44000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.3,11,Maruti,CelerioVXI,9.772727272727273e-05,10.691944912900398,1.4586150226995167
Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.99,8,Hyundai,Grandi10,0.0002662222222222222,10.021270588192511,1.7900914121273581
Hyundai i20 1.2 Magna Executive,Delhi,2017,17431,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.0,8,Hyundai,i201.2,0.0003442143307899719,9.766005509214866,1.791759469228055
Hyundai Verna 1.6 SX VTVT (O),Delhi,2014,61566,Petrol,Manual,First,17.1,1591.0,121.3,5.0,5.85,11,Hyundai,Verna1.6,9.501997855959458e-05,11.027865049090265,1.766441661243765
Land Rover Freelander 2 SE,Kochi,2014,61730,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,19.94,11,Land Rover,RoverFreelander,0.0003230196014903613,11.030525315387942,2.9927277645336923
Maruti Swift VXI BSIII,Chennai,2009,68000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.9,16,Maruti,SwiftVXI,4.264705882352941e-05,11.127262984158243,1.0647107369924282
Honda Amaze SX i-VTEC,Mumbai,2014,29000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25,11,Honda,AmazeSX,0.00014655172413793104,10.275051108968611,1.4469189829363254
Toyota Corolla Altis Diesel D4DG,Hyderabad,2010,156210,Diesel,Manual,First,21.43,1364.0,87.2,5.0,5.99,15,Toyota,CorollaAltis,3.8345816529031434e-05,11.958956534825054,1.7900914121273581
Honda Amaze S Diesel,Kolkata,2013,46500,Diesel,Manual,First,27.4,1498.0,98.6,5.0,3.3,12,Honda,AmazeS,7.096774193548386e-05,10.747207591575448,1.1939224684724346
Audi A6 3.0 TDI quattro,Coimbatore,2009,52830,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,8.08,16,Audi,A63.0,0.00015294340336929774,10.874834490158362,2.089391872533004
Maruti Wagon R VXI,Jaipur,2017,39867,Petrol,Manual,First,22.5,998.0,67.04,5.0,4.5,8,Maruti,WagonR,0.00011287531040710362,10.593304192999618,1.5040773967762742
Honda Mobilio E i DTEC,Hyderabad,2014,58972,Diesel,Manual,First,24.2,1498.0,98.6,7.0,6.5,11,Honda,MobilioE,0.00011022180017635488,10.984818033969711,1.8718021769015913
Honda CR-V 2.4 4WD AT,Bangalore,2006,66000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,3.9,19,Honda,CR-V2.4,5.909090909090909e-05,11.097410021008562,1.3609765531356006
Hyundai Verna 1.6 SX VTVT (O),Delhi,2013,52000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,5.25,12,Hyundai,Verna1.6,0.00010096153846153846,10.858998997563564,1.6582280766035324
Hyundai Santa Fe 4x4 AT,Bangalore,2014,58000,Diesel,Automatic,First,11.72,2199.0,194.3,7.0,17.0,11,Hyundai,SantaFe,0.0002931034482758621,10.968198289528557,2.833213344056216
Hyundai i10 Sportz AT,Ahmedabad,2012,58000,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.5,13,Hyundai,i10Sportz,6.03448275862069e-05,10.968198289528557,1.252762968495368
Ford Fusion Plus 1.4 TDCi Diesel,Hyderabad,2008,75000,Diesel,Manual,Second,17.7,1399.0,68.0,5.0,3.0,17,Ford,FusionPlus,4e-05,11.225243392518447,1.0986122886681098
Hyundai i10 Sportz,Coimbatore,2015,41008,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,4.87,10,Hyundai,i10Sportz,0.00011875731564572767,10.621522448603852,1.5830939370944985
Hyundai Xcent 1.1 CRDi SX Option,Jaipur,2014,65000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,6.0,11,Hyundai,Xcent1.1,9.23076923076923e-05,11.082142548877775,1.791759469228055
Skoda Superb Style 2.0 TDI AT,Mumbai,2015,19000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,15.5,10,Skoda,SuperbStyle,0.0008157894736842105,9.852194258148577,2.740840023925201
Ford Fiesta 1.4 Duratec EXI,Pune,2008,74000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,1.6,17,Ford,Fiesta1.4,2.1621621621621624e-05,11.211820372186306,0.47000362924573563
Maruti Baleno Zeta Automatic,Pune,2017,33000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.25,8,Maruti,BalenoZeta,0.00021969696969696969,10.404262840448617,1.9810014688665833
Skoda Laura 1.9 TDI MT Ambiente,Mumbai,2010,95000,Diesel,Manual,Second,17.0,1896.0,105.0,5.0,3.25,15,Skoda,Laura1.9,3.421052631578947e-05,11.461632170582678,1.1786549963416462
Volkswagen Vento 1.5 TDI Comfortline,Kolkata,2012,34000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,3.4,13,Volkswagen,Vento1.5,9.999999999999999e-05,10.4341158035983,1.2237754316221157
Audi Q7 3.0 TDI Quattro Technology,Coimbatore,2014,102865,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,30.5,11,Audi,Q73.0,0.0002965051280804939,11.54117272790833,3.417726683613366
Hyundai Verna VTVT 1.6 SX Option,Kochi,2016,52378,Petrol,Manual,First,17.0,1591.0,121.3,5.0,7.97,9,Hyundai,VernaVTVT,0.00015216312192141738,10.866241934820323,2.075684492802124
Mercedes-Benz New C-Class 220 CDI AT,Delhi,2012,38000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,13.51,13,Mercedes-Benz,NewC-Class,0.00035552631578947367,10.545341438708522,2.6034301519721073
Honda Amaze S i-Dtech,Kochi,2015,60334,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.43,10,Honda,AmazeS,8.999900553585043e-05,11.007651071242563,1.691939133945844
Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,2010,107000,Petrol,Manual,First,16.6,1388.0,68.0,5.0,2.6,15,Ford,Fiesta1.4,2.429906542056075e-05,11.580584113444043,0.9555114450274363
Hyundai i20 Magna Optional 1.2,Bangalore,2013,445000,Petrol,Manual,First,18.5,1197.0,82.9,5.0,4.45,12,Hyundai,i20Magna,1e-05,13.005829561148378,1.4929040961781488
Maruti Alto 800 LXI,Kolkata,2017,2196,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.75,8,Maruti,Alto800,0.0012522768670309653,7.694392802629421,1.0116009116784799
BMW 5 Series 530i Sedan,Kolkata,2010,24000,Petrol,Automatic,First,10.6,2996.0,258.0,5.0,8.75,15,BMW,5Series,0.00036458333333333335,10.085809109330082,2.169053700369523
Fiat Grande Punto 1.4 Emotion,Coimbatore,2015,44846,Petrol,Manual,Second,14.6,1368.0,88.7,5.0,5.41,10,Fiat,GrandePunto,0.00012063506221290639,10.710989677333476,1.6882490928583902
Maruti Dzire AMT ZDI Plus,Kochi,2018,64035,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.55,7,Maruti,DzireAMT,0.00013352073085031626,11.067185087860173,2.145931282948669
Mahindra XUV500 W6 2WD,Mumbai,2014,45600,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.25,11,Mahindra,XUV500W6,0.00018092105263157896,10.727662995502477,2.1102132003465894
Volvo XC90 2007-2015 D5 AT AWD,Kochi,2014,102001,Diesel,Automatic,First,11.1,2400.0,200.0,7.0,23.58,11,Volvo,XC902007-2015,0.00023117420417446887,11.532737896139919,3.160398895109225
Hyundai i10 Sportz 1.2,Coimbatore,2014,47439,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.49,11,Hyundai,i10Sportz,9.464786357216636e-05,10.767199954191426,1.501852701754163
Toyota Fortuner 3.0 Diesel,Hyderabad,2010,193254,Diesel,Manual,First,11.5,2982.0,171.0,7.0,12.99,15,Toyota,Fortuner3.0,6.721723741811295e-05,12.171760664812428,2.5641798306825083
Tata Nano XTA,Bangalore,2016,29000,Petrol,Automatic,First,21.9,624.0,37.48,4.0,2.8,9,Tata,NanoXTA,9.655172413793103e-05,10.275051108968611,1.0296194171811581
Renault Lodgy 110PS RxZ 8 Seater,Coimbatore,2016,51681,Diesel,Manual,First,19.98,1461.0,108.5,8.0,8.43,9,Renault,Lodgy110PS,0.00016311603877633947,10.852845488114479,2.131796772013764
Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2015,50000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,47.5,10,Audi,Q73.0,0.00095,10.819778284410283,3.8607297110405954
Honda City i VTEC CVT VX,Mumbai,2016,42666,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.95,9,Honda,Cityi,0.00020976890263910372,10.661157629111573,2.191653532286764
Renault Duster 110PS Diesel RxL,Jaipur,2013,65000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,5.5,12,Renault,Duster110PS,8.461538461538461e-05,11.082142548877775,1.7047480922384253
Honda Amaze S i-VTEC,Jaipur,2014,18776,Petrol,Manual,First,17.8,1198.0,86.7,5.0,4.75,11,Honda,AmazeS,0.0002529825308904985,9.84033473753086,1.55814461804655
Honda Amaze S i-Vtech,Jaipur,2016,6714,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.75,9,Honda,AmazeS,0.0007074769139112303,8.81195017753998,1.55814461804655
BMW 3 Series 320i,Pune,2009,40000,Petrol,Automatic,Second,12.05,1995.0,154.0,5.0,9.5,16,BMW,3Series,0.0002375,10.596634733096073,2.2512917986064953
Maruti Ritz LDi,Coimbatore,2011,88539,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.77,14,Maruti,RitzLDi,4.258010594201425e-05,11.391198411892104,1.3270750014599193
Honda City 1.5 S MT,Delhi,2012,65055,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,4.25,13,Honda,City1.5,6.532933671508723e-05,11.082988344937576,1.4469189829363254
BMW 3 Series 320d Sport Line,Mumbai,2014,23000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,19.9,11,BMW,3Series,0.0008652173913043478,10.043249494911286,2.990719731730447
Volkswagen Jetta 2007-2011 1.9 TDI Trendline,Chennai,2009,60000,Diesel,Manual,First,15.0,1896.0,105.0,5.0,4.0,16,Volkswagen,Jetta2007-2011,6.666666666666667e-05,11.002099841204238,1.3862943611198906
Maruti Swift Dzire LXI,Kochi,2013,59350,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.16,12,Maruti,SwiftDzire,7.009267059814659e-05,10.991207400037814,1.425515074273172
Jaguar XF 2.2 Litre Executive,Bangalore,2015,19000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,38.0,10,Jaguar,XF2.2,0.002,9.852194258148577,3.6375861597263857
Hyundai Xcent 1.2 Kappa AT SX Option,Kochi,2016,45560,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,6.34,9,Hyundai,Xcent1.2,0.0001391571553994732,10.726785417561118,1.8468787684491346
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Pune,2009,118000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.5,16,Toyota,Innova2.5,3.813559322033898e-05,11.678439903447801,1.5040773967762742
Maruti Eeco 7 Seater Standard,Chennai,2016,55000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,3.75,9,Maruti,Eeco7,6.818181818181818e-05,10.915088464214607,1.3217558399823195
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,10.2,13,Audi,A4New,0.00016999999999999999,11.002099841204238,2.322387720290225
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Chennai,2007,145000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,5.0,18,Toyota,Innova2.5,3.4482758620689657e-05,11.884489021402711,1.6094379124341003
Maruti Grand Vitara MT,Mumbai,2008,46810,Petrol,Manual,First,9.8,1995.0,163.5,5.0,3.95,17,Maruti,GrandVitara,8.438367870113224e-05,10.753852134294116,1.3737155789130306
Volkswagen Vento 1.5 TDI Highline,Coimbatore,2016,62767,Diesel,Manual,First,20.34,1498.0,103.2,5.0,9.75,9,Volkswagen,Vento1.5,0.0001553364028868673,11.047184736637488,2.277267285009756
Hyundai Elite i20 Petrol Asta,Kochi,2018,18553,Petrol,Manual,First,18.6,1197.0,81.86,5.0,7.93,7,Hyundai,Elitei20,0.0004274241362582871,9.828386780026877,2.0706530356467567
Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2011,143143,Diesel,Manual,First,17.8,1399.0,67.0,5.0,2.1,14,Ford,FiestaClassic,1.4670644041273412e-05,11.871599409575127,0.7419373447293773
Mitsubishi Pajero Sport 4X4,Coimbatore,2015,53497,Diesel,Manual,First,13.5,2477.0,175.56,7.0,16.42,10,Mitsubishi,PajeroSport,0.0003069330990522833,10.887380856545494,2.7985001040242823
Hyundai Santa Fe 4X4,Bangalore,2011,148000,Diesel,Manual,Second,14.66,2199.0,194.3,7.0,8.9,14,Hyundai,SantaFe,6.013513513513514e-05,11.904967552746252,2.186051276738094
Mahindra XUV500 W8 2WD,Pune,2012,95000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.21,13,Mahindra,XUV500W8,7.589473684210526e-05,11.461632170582678,1.9754689512968577
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2015,100000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,13.5,10,Toyota,Innova2.5,0.000135,11.512925464970229,2.6026896854443837
Mercedes-Benz GLE 350d,Chennai,2016,29000,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,65.0,9,Mercedes-Benz,GLE350d,0.0022413793103448275,10.275051108968611,4.174387269895637
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Bangalore,2014,87000,Diesel,Manual,First,12.05,2179.0,120.0,7.0,7.4,11,Mahindra,Scorpio2009-2014,8.505747126436782e-05,11.37366339763672,2.0014800002101243
Honda City 1.5 S AT,Kochi,2014,56838,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,5.15,11,Honda,City1.5,9.060839579154792e-05,10.947960395103589,1.6389967146756448
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2013,100000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,32.0,12,Mercedes-Benz,GL-Class2007,0.00032,11.512925464970229,3.4657359027997265
Honda City 1.5 S MT,Kolkata,2011,125000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.25,14,Honda,City1.5,2.6e-05,11.736069016284437,1.1786549963416462
Maruti Wagon R VXI AMT,Kolkata,2017,17000,Petrol,Automatic,First,22.5,998.0,67.0,5.0,3.95,8,Maruti,WagonR,0.0002323529411764706,9.740968623038354,1.3737155789130306
Tata Indigo eCS GLE BSIII,Pune,2013,70000,Petrol,Manual,Second,15.4,1193.0,65.0,5.0,1.5,12,Tata,IndigoeCS,2.1428571428571428e-05,11.156250521031495,0.4054651081081644
Hyundai i20 2015-2017 1.2 Asta with AVN,Pune,2010,50000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.0,15,Hyundai,i202015-2017,6e-05,10.819778284410283,1.0986122886681098
Honda Jazz Active,Kolkata,2010,39800,Petrol,Manual,First,16.0,1198.0,90.0,5.0,1.99,15,Honda,JazzActive,5e-05,10.59162219127253,0.688134638736401
Maruti A-Star Lxi,Kolkata,2010,60000,Petrol,Manual,First,19.0,998.0,66.1,5.0,1.35,15,Maruti,A-StarLxi,2.25e-05,11.002099841204238,0.30010459245033816
BMW 3 Series 320d Highline,Hyderabad,2009,58000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,13.5,16,BMW,3Series,0.00023275862068965517,10.968198289528557,2.6026896854443837
Skoda Yeti Elegance,Hyderabad,2010,110009,Diesel,Manual,First,17.67,1968.0,138.08,5.0,6.99,15,Skoda,YetiElegance,6.354025579725296e-05,11.608317459609447,1.944480556245719
Nissan Terrano XV Premium 110 PS,Hyderabad,2013,85000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,8.5,12,Nissan,TerranoXV,0.0001,11.350406535472453,2.1400661634962708
Volkswagen Polo Diesel Comfortline 1.2L,Pune,2010,84000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,2.89,15,Volkswagen,PoloDiesel,3.440476190476191e-05,11.33857207782545,1.0612565021243408
BMW 3 Series 320d,Mumbai,2011,51000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,10.5,14,BMW,3Series,0.00020588235294117648,10.839580911706463,2.3513752571634776
Nissan Sunny 2011-2014 XL,Kochi,2013,68880,Petrol,Manual,First,16.95,1498.0,97.7,5.0,3.97,12,Nissan,Sunny2011-2014,5.763646922183508e-05,11.140121139101613,1.3787660946990992
Maruti Alto K10 VXI AGS,Chennai,2017,5500,Petrol,Automatic,First,24.07,998.0,67.1,5.0,4.25,8,Maruti,AltoK10,0.0007727272727272727,8.612503371220562,1.4469189829363254
Maruti Ritz ZXI,Coimbatore,2016,40052,Petrol,Manual,First,21.1,1197.0,85.8,5.0,6.17,9,Maruti,RitzZXI,0.00015404973534405273,10.597933888827693,1.8196988379172965
Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2016,47293,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,38.72,9,Audi,Q530,0.0008187258156598227,10.764117571984855,3.656356262408376
Hyundai Verna CRDi SX,Hyderabad,2013,79663,Diesel,Manual,First,16.8,1493.0,110.0,5.0,6.5,12,Hyundai,VernaCRDi,8.15937135181954e-05,11.285560516081748,1.8718021769015913
Honda Amaze S i-Dtech,Jaipur,2013,63000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.25,12,Honda,AmazeS,6.746031746031745e-05,11.05089000537367,1.4469189829363254
Honda City i DTEC SV,Kolkata,2014,45000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,4.75,11,Honda,Cityi,0.00010555555555555555,10.714417768752456,1.55814461804655
Toyota Fortuner TRD Sportivo 2.8 2WD AT,Kochi,2014,56501,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,17.71,11,Toyota,FortunerTRD,0.00031344577972071294,10.942013616092948,2.8741294517947424
Volkswagen Vento 1.5 TDI Highline,Jaipur,2015,58000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,5.85,10,Volkswagen,Vento1.5,0.00010086206896551724,10.968198289528557,1.766441661243765
BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,17.27,14,BMW,5Series,0.00033467695050579436,10.85131571040844,2.848970892158587
BMW 3 Series 320d Sedan,Hyderabad,2007,74199,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,9.25,18,BMW,3Series,0.00012466475289424385,11.214505951975706,2.224623551524334
Hyundai Creta 1.6 SX Plus Petrol Automatic,Ahmedabad,2017,25000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,12.75,8,Hyundai,Creta1.6,0.00051,10.126631103850338,2.545531271604435
BMW 3 Series Luxury Line,Pune,2016,70000,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,27.0,9,BMW,3Series,0.0003857142857142857,11.156250521031495,3.295836866004329
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2013,25000,Diesel,Automatic,Second,14.84,2143.0,167.62,5.0,21.0,12,Mercedes-Benz,NewC-Class,0.00084,10.126631103850338,3.044522437723423
Maruti Swift Dzire VDI,Hyderabad,2017,22000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.95,8,Maruti,SwiftDzire,0.0003613636363636364,9.998797732340453,2.0731719286662407
